locality,scientificName,scientificNameAuthorship,vernacularName,taxonRank,establishmentMeans,degreeOfEstablishment,isHybrid,pathway,habitat,Biocontrol,associatedTaxa,eventRemarks,IntroDateNumber,taxonRemarks,kingdom,phylum,class,order,family,taxonomicStatus,ITIS_TSN,GBIF_taxonKey,taxonID,Authority,WebLink,associatedReferences,eventDate,modified,Update_Remarks,occurrenceRemarks,occurrenceID
L48,Coleophora badiipennella,"(Duponchel, 1843)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5120592,https://www.gbif.org/species/5120592,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14628
L48,Coleophora colutella,"(Fabricius, 1794)",Case-bearer moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1980-1993,1987,Other name(s): Coleophora culutella,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5121181,https://www.gbif.org/species/5121181,US Congress Office of Technology Assessment (1993),https://www.csu.edu/cerc/documents/HarmfulNonIndigenousSpeciesUSA1993.pdf,"US Congress Office of Technology Assessment (1993), https://www.csu.edu/cerc/documents/HarmfulNonIndigenousSpeciesUSA1993.pdf",2012-11-02,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia570
L48,Coleophora deauratella,"Lienig and Zeller, 1846",Case-bearer moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1980-1993,1987,,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5121613,https://www.gbif.org/species/5121613,US Congress Office of Technology Assessment (1993),https://www.csu.edu/cerc/documents/HarmfulNonIndigenousSpeciesUSA1993.pdf,"US Congress Office of Technology Assessment (1993), https://www.csu.edu/cerc/documents/HarmfulNonIndigenousSpeciesUSA1993.pdf",2012-11-02,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia571
L48,Coleophora klimeschiella,"Toll, 1952",Moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,,Yes,,approx. date of introduction: 1981,1981,,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5120958,https://www.gbif.org/species/5120958,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14629
L48,Coleophora laricella,(Hubner),Larch casebearer,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1886,1886,,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,118727,5120767,https://www.gbif.org/species/5120767,Tunnock and Ryan (1985),https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fsbdev2_042976.pdf,"Tunnock and Ryan (1985), https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fsbdev2_042976.pdf",2017-01-17,2017-01-17,,,USRIIS-L48-Animalia4885
L48,Coleophora limosipennella,"(Duponchel, 1843)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1901,1901,,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5121509,https://www.gbif.org/species/5121509,Aukema and McCullough (2009),https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9,"Aukema and McCullough (2009), https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9",2017-07-14,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia5674
L48,Coleophora parthenica,"Meyrick, 1891",Moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,,Yes,,approx. date of introduction: 1981,1981,,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5121816,https://www.gbif.org/species/5121816,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14630
L48,Coleophora serratella,(Linnaeus),Birch casebearer,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1885 (Aukema and McCullough (2009)),1885,Other name(s): Coleophora fuscedinella,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,118731,5121517,https://www.gbif.org/species/5121517,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2021-05-03,,,USRIIS-L48-Animalia4954
L48,Coleophora ulmifoliella,"McDunnough, 1946",Elm casebearer moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1901,1901,Other name(s): Coleophora ulmifolliela,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Accepted GBIF,,5121486,https://www.gbif.org/species/5121486,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia4955
L48,Condica punctifera,"(Walker, 1857)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1978,1978,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938267,9371753,https://www.gbif.org/species/9371753,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13682
L48,Corcyra cephalonica,"(Stainton, 1866)",Rice moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,Other name(s): Aphomia cephalonica; Corcyra oeconomellus; Corcyra theobromae; Corcyra translineella; Melissoblaptes cephalonica,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1876941,https://www.gbif.org/species/1876941,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2022-08-02,Added taxonRemarks; Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4737
L48,Cryptoblabes gnidiella,"(Milliere, 1867)",Honeydew moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,Other name(s): Cryptoblabes aliena,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1873051,https://www.gbif.org/species/1873051,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14647
L48,Cucullia umbratica,"(Linnaeus, 1758)",Shark moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1998,1998,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938377,5109523,https://www.gbif.org/species/5109523,Zahini et al. (2017),https://doi.org/10.1371/journal.pone.0178548,"Zahini et al. (2017), https://doi.org/10.1371/journal.pone.0178548",2020-10-15,2020-10-15,,,USRIIS-L48-Animalia12986
L48,Cyclargus ammon,"(Lucas, 1857)",Blue butterfly,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1998,1998,Other name(s): Hemiargus ammon,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Accepted GBIF,777918,1927301,https://www.gbif.org/species/1927301,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-03-29,Updated websiteURL,,USRIIS-L48-Animalia4740
L48,Cydalima perspectalis,"(Walker, 1859)",Box tree moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 2020,2020,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,4532122,https://www.gbif.org/species/4532122,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2022-04-07,"Changed degreeOfEstablishment; Updated vernacularName, Changed IntroDateNumber",Under eradication,USRIIS-L48-Animalia14654
L48,Cydia coniferana,"(Saxesen in Ratzeburg, 1840)",Pine-bark piercer moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2000,2000,Other name(s): Coccyx ericolana; Cydia coniferana; Grapholitha separatana; Phalaena coniferana; Tortrix coniferana; Tortrix separatana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1737770,https://www.gbif.org/species/1737770,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2022-08-03,"Updated scientificNameAuthorship, Added taxonRemarks; Added scientificNameAuthorship",,USRIIS-L48-Animalia13025
L48,Cydia nigricana,"(Fabricius, 1794)",Pea moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1907,1907,Other name(s): Cydia rusticella; Laspeyresia novimundi,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1737753,https://www.gbif.org/species/1737753,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia13026
L48,Cydia pomonella,"(Linnaeus, 1758)",Codling moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,unintentional,,,,approx. date of introduction: 1819 (Gilligan et al. (2020)),1819,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1737847,https://www.gbif.org/species/1737847,Aukema et al. (2010),https://academic.oup.com/bioscience/article/60/11/886/328949,"Aukema et al. (2010), https://academic.oup.com/bioscience/article/60/11/886/328949",2016-12-21,2022-04-27,Changed degreeOfEstablishment based on GBIF distribution maps; Added scientificNameAuthorship; Updated Introduced or Invasive; corrected IntroDateNumber ,,USRIIS-L48-Animalia4441
L48,Cymolomia hartigiana,"(Saxesen in Ratzeburg, 1840)",Tortrix moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2007,2007,Other name(s): Argyroploce hartigiana; Cymolomia faillana; Phalaena hartigiana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1738050,https://www.gbif.org/species/1738050,McGuinness and Brown (2017),https://doi.org/10.4289/0013-8797.119.4.667,"McGuinness and Brown (2017), https://doi.org/10.4289/0013-8797.119.4.667",2018-01-12,2022-08-03,"Updated scienfiticNameAuthorship as per Jim D. Young (pers. comm.), Added taxonRemarks; Added scientificNameAuthorship",,USRIIS-L48-Animalia11528
L48,Dasystoma salicella,"(Hübner, 1796)",Blueberry leafroller,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1955,1955,Other name(s): Cheimophila salicella; Dasystroma salicella; Dasytroma salicella; Lemmatophila salicella; Tinea salicella,Animalia,Arthropoda,Insecta,Lepidoptera,Chimabachidae,Accepted GBIF,,5880147,https://www.gbif.org/species/5880147,Aukema and McCullough (2009),https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9,"Aukema and McCullough (2009), https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9",2017-07-14,2022-03-28,"Updated scientificName, scientificNameAuthorship, Added taxonRemarks, Corrected Family",Taxonomy updated as per Jim Young (USDA-APHIS),USRIIS-L48-Animalia5668
L48,Depressaria daucella,"(Denis and Schiffermuller, 1775)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1950,1950,,Animalia,Arthropoda,Insecta,Lepidoptera,Elachistidae,Accepted GBIF,,1837401,https://www.gbif.org/species/1837401,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14665
L48,Depressaria radiella,"(Goeze, 1783)",Parsnip moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,unintentional,Artificial - Terrestrial; Introduced Vegetation,,infests: Heracleum spp.,approx. date of introduction: 1869,1869,Other name(s): Depressaria heraclei; Depressaria heracliana; Depressaria lineata; Depressaria marginata; Depressaria obscura; Depressaria pastinacella; Haemilis pastinacella; Phalaena radiella,Animalia,Arthropoda,Insecta,Lepidoptera,Elachistidae,Accepted GBIF,,4529064,https://www.gbif.org/species/4529064,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2022-08-02,"Changed scientificName, scientificNameAuthorship, vernacularName, taxonID, Added taxonRemarks, Added occurrenceRemarks",Native to: Europe; Previously called Depressaria pastinacella and GBIF does not yet show complete synonomies,USRIIS-L48-Animalia14666
L48,Diaphania indica,"(Saunders, 1851)",Cucumber moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1950s,1955,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,5771877,https://www.gbif.org/species/5771877,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-03-29,Updated websiteURL,,USRIIS-L48-Animalia4741
L48,Diatraea grandiosella,"Dyar, 1911",Crambid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1875,1875,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1886861,https://www.gbif.org/species/1886861,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14676
L48,Diatraea saccharalis,Fabricius,Sugarcane borer moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1855,1855,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1886886,https://www.gbif.org/species/1886886,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-03-29,Updated websiteURL,,USRIIS-L48-Animalia4742
L48,Dichelia histrionana,"(Frolich, 1828)",Tortricid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,5104641,https://www.gbif.org/species/5104641,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14680
L48,Dichomeris ligulella,"Hübner, 1818",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1900,1900,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1847249,https://www.gbif.org/species/1847249,Aukema and McCullough (2009),https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9,"Aukema and McCullough (2009), https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9",2017-07-14,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia5676
L48,Dichomeris marginella,"(Fabricius, 1781)",Juniper webworm,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1910 (Aukema and McCullough (2009)),1910,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1847407,https://www.gbif.org/species/1847407,University of Georgia Center for Invasive Species and Ecosystem Health - insects,https://www.invasive.org/species/insects.cfm,"University of Georgia Center for Invasive Species and Ecosystem Health - insects, https://www.invasive.org/species/insects.cfm",2012-06-26,2021-10-29,Added scientificNameAuthorship; Changed Source Type; Updated websiteURL,,USRIIS-L48-Animalia219
L48,Dichomeris picrocarpa,"Meyrick, 1913",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1932,1932,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1847327,https://www.gbif.org/species/1847327,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14681
L48,Dichrorampha acuminatana,"(Lienig and Zeller, 1846)",Sharp-winged drill moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2001,2001,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1738839,https://www.gbif.org/species/1738839,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia13027
L48,Dichrorampha aeratana,"(Pierce and Metcalfe, 1915)",Obscure drill moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1992,1992,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1738829,https://www.gbif.org/species/1738829,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia13028
L48,Dichrorampha montanana,"(Duponchel, 1843)",Tortricid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1738678,https://www.gbif.org/species/1738678,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14682
L48,Dichrorampha petiverella,"(Linnaeus, 1758)",Common drill moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1989,1989,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1738700,https://www.gbif.org/species/1738700,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia13029
L48,Dicranoctetes saccharella,"Busck, 1934",Sugarcane leafminer,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,unintentional,Artificial - Terrestrial; Introduced Vegetation,,infests: sugar cane,approx. date of introduction: 1982,1982,Other name(s): Elachista saccharella,Animalia,Arthropoda,Insecta,Lepidoptera,Elachistidae,Accepted GBIF,,1833244,https://www.gbif.org/species/1833244,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2022-08-02,"Added associatedTaxa, Added taxonRemarks; Added scientificNameAuthorship; Updated websiteURL",,USRIIS-L48-Animalia4743
L48,Digrammia hebetata,"(Hulst, 1881)",Geometrid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1982,1982,Other name(s): Semiothisa hebetata; Phasiane hebetata; Phasiane tulareata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Accepted GBIF,941807,9573961,https://www.gbif.org/species/9573961,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2021-08-18,"Corrected taxonomy and vernacularName, Added Other Names",,USRIIS-L48-Animalia13751
L48,Dinumma deponens,"Walker, 1858",Purplish moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2013,2013,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,941135,1760927,https://www.gbif.org/species/1760927,Zahini et al. (2017),https://doi.org/10.1371/journal.pone.0178548,"Zahini et al. (2017), https://doi.org/10.1371/journal.pone.0178548",2020-10-15,2020-10-15,,,USRIIS-L48-Animalia12987
L48,Ditula angustiorana,"(Haworth, 1811)",Leaf roller,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1924 (Aukema and McCullough (2009)),1924,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1741056,https://www.gbif.org/species/1741056,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia4961
L48,Duponchelia fovealis,"Zeller, 1847",Crambid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,,,,,approx. date of introduction: 2004,2004,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1879452,https://www.gbif.org/species/1879452,Scholtens and Solis (2015),https://doi.org/10.3897/zookeys.535.6086,"Scholtens and Solis (2015), https://doi.org/10.3897/zookeys.535.6086",2021-06-02,2022-02-23,Changed degreeOfEstablishment; Changed Authority,,USRIIS-L48-Animalia14703
L48,Ecpyrrhorrhoe puralis,"(South, 1901)",Crambid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2000,2000,Other name(s): Pionea puralis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,10089909,https://www.gbif.org/species/10089909,Scholtens and Solis (2015),https://doi.org/10.3897/zookeys.535.6086,"Scholtens and Solis (2015), https://doi.org/10.3897/zookeys.535.6086",2021-07-29,2021-07-29,,Leaf-mining moth of invasive Paulownia tomentosa,USRIIS-L48-Animalia15436
L48,Elaphria deltoides,"(Moschler, 1880)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1983,1983,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938525,1780440,https://www.gbif.org/species/1780440,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13780
L48,Electrostrymon angelia,"(Hewitson, 1874)",Hair streak,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1973,1973,,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Accepted GBIF,777859,4300372,https://www.gbif.org/species/4300372,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13781
L48,Elousa albicans,"Walker, 1858",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1984,1984,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938533,1769005,https://www.gbif.org/species/1769005,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13784
L48,Empyreuma affinis,"Rothschild, 1912",Oleander moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1978,1978,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,,1817942,https://www.gbif.org/species/1817942,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4744
L48,Empyreuma pugione,"(Linnaeus, 1767)",Spotted oleander caterpillar moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,Other name(s): Empyreuma affinis,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,938538,1817940,https://www.gbif.org/species/1817940,Zahini et al. (2017),https://doi.org/10.1371/journal.pone.0178548,"Zahini et al. (2017), https://doi.org/10.1371/journal.pone.0178548",2020-10-15,2020-10-15,,,USRIIS-L48-Animalia12988
