X.1,X,gbifID,kingdom,phylum,class,order,family,genus,species,taxonRank,stateProvince,countryCode,occurrenceStatus,day,month,year,geometry,,raster_label,longitude,latitude
208,2464,4852166642,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callicista,Callicista columella,SPECIES,California,US,PRESENT,27,4,2024,c(497406.044273516, 3614233.61928184),Unclassified,-117.027664,32.665753
215,2490,2596133291,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,SPECIES,California,US,PRESENT,27,3,2020,c(498030.201794482, 3610681.93924214),Unclassified,-117.021,32.633715
230,2585,2826422732,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,,,FAMILY,California,US,PRESENT,23,7,2020,c(499645.779381108, 3636024.12244219),Unclassified,-117.003786,32.862322
231,2609,2850689442,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Disclisioprocta,Disclisioprocta stellata,SPECIES,California,US,PRESENT,5,8,2020,c(482012.191804506, 3629859.83828436),Building,-117.192138,32.806569
252,2914,3355757997,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina,SPECIES,California,US,PRESENT,4,9,2021,c(492011.208404007, 3601842.31210673),Grass/Shrub,-117.085093,32.553946
266,3064,3802414623,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa annabella,SPECIES,California,US,PRESENT,21,5,2022,c(477854.61278177, 3629643.55691559),Road,-117.236542,32.804542
269,3132,4607047258,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,Lerodea eufala,SPECIES,California,US,PRESENT,2,7,2022,c(478571.65456157, 3623531.5399675),Grass/Shrub,-117.228742,32.749422
271,3177,3873111339,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca sexta,SPECIES,California,US,PRESENT,24,7,2022,c(497576.790042517, 3633779.1058599),Grass/Shrub,-117.025894,32.842068
283,3401,4116090750,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,21,4,2023,c(492036.183956209, 3601845.61774806),Tree Canopy,-117.084827,32.553976
288,3424,4127338091,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,Hyles lineata,SPECIES,California,US,PRESENT,28,5,2023,c(475181.365813665, 3651920.925642),Unclassified,-117.265695,33.005436
307,3582,4855224275,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,2,9,2023,c(489844.216471783, 3621825.81988097),Road,-117.108392,32.734197
316,3656,4438901306,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,10,10,2023,c(484904.127242274, 3619785.81806919),Road,-117.161084,32.715738
319,3670,4458405101,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione vanillae,SPECIES,California,US,PRESENT,30,11,2023,c(488252.59578403, 3604080.14639249),Unclassified,-117.125156,32.5741
345,3892,2851075694,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa annabella,SPECIES,California,US,PRESENT,8,8,2020,c(477085.149378234, 3652430.25386758),Unclassified,-117.245327,33.010072
348,3915,2862379789,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,5,9,2020,c(480267.256822702, 3622023.8139925),Grass/Shrub,-117.21061,32.735853
350,3957,2901789751,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio zelicaon,SPECIES,California,US,PRESENT,17,10,2020,c(488511.561919921, 3625279.87987622),Building,-117.122658,32.765342
353,3994,3061653671,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,18,3,2021,c(494426.995454199, 3623771.4743101),Tree Canopy,-117.059492,32.751781
374,4219,3408159015,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Nathalis,Nathalis iole,SPECIES,California,US,PRESENT,29,10,2021,c(488277.626030808, 3603893.773437),Unclassified,-117.124887,32.572419
387,4339,3858402753,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa annabella,SPECIES,California,US,PRESENT,5,6,2022,c(476713.87974074, 3623766.75154048),Tree Canopy,-117.248579,32.751506
392,4491,3985776776,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rumiko,SPECIES,California,US,PRESENT,14,9,2022,c(481058.382690505, 3653558.00420731),Unclassified,-117.202813,33.020321
401,4694,4438752709,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Estigmene,Estigmene acrea,SPECIES,California,US,PRESENT,7,6,2023,c(487591.75116157, 3603280.92093558),Unclassified,-117.132186,32.566883
408,4771,4165531617,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis lorquini,SPECIES,California,US,PRESENT,16,7,2023,c(486376.571591331, 3644322.52334613),Tree Canopy,-117.145733,32.937093
434,4960,4516317223,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis antiopa,SPECIES,California,US,PRESENT,18,1,2024,c(492298.490260197, 3627528.14883103),Tree Canopy,-117.082245,32.785656
441,5020,4855296986,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Orgyia,Orgyia vetusta,SPECIES,California,US,PRESENT,28,4,2024,c(499501.841251613, 3635194.0270669),Unclassified,-117.005324,32.854834
450,5050,2611343570,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,26,4,2020,c(484822.128340704, 3614382.20205763),Unclassified,-117.161871,32.666992
453,5062,2626341487,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa annabella,SPECIES,California,US,PRESENT,5,5,2020,c(494123.417840129, 3630451.29524452),Grass/Shrub,-117.062775,32.812036
463,5168,2963868439,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis citrella,SPECIES,California,US,PRESENT,22,8,2020,c(477387.876295915, 3620222.99829109),Grass/Shrub,-117.241298,32.719553
465,5205,2868273572,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina,SPECIES,California,US,PRESENT,12,9,2020,c(481522.656285963, 3626447.2296341),Grass/Shrub,-117.197299,32.775777
466,5238,2963759091,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Uresiphita,Uresiphita reversalis,SPECIES,California,US,PRESENT,27,10,2020,c(474747.512856533, 3663247.94957852),Unclassified,-117.270652,33.107598
469,5254,3465888383,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,SPECIES,California,US,PRESENT,6,12,2020,c(486433.490370633, 3642548.25429101),Road,-117.145098,32.921089
491,5587,2596410943,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,California,US,PRESENT,29,3,2020,c(507819.063341379, 3626060.7253277),Unclassified,-116.916512,32.772418
503,5700,2826442137,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rutulus,SPECIES,California,US,PRESENT,21,6,2020,c(491908.059508057, 3601877.75696037),Grass/Shrub,-117.086192,32.554265
505,5739,4606551537,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lon,Lon melane,SPECIES,California,US,PRESENT,29,8,2020,c(478590.823746055, 3623558.65843713),Grass/Shrub,-117.228538,32.749667
531,6005,3355305543,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rutulus,SPECIES,California,US,PRESENT,21,8,2021,c(492051.579368144, 3601843.8318581),Tree Canopy,-117.084663,32.55396
535,6052,4606560873,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,30,9,2021,c(486012.067921864, 3621549.0169909),Tree Canopy,-117.149288,32.731658
541,6125,3759319339,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,SPECIES,California,US,PRESENT,7,4,2022,c(477589.068110081, 3624245.74314307),Grass/Shrub,-117.239248,32.755845
543,6139,3773169366,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,30,4,2022,c(487658.043588258, 3649924.46082431),Grass/Shrub,-117.1321,32.98764
560,6371,3923258157,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa annabella,SPECIES,California,US,PRESENT,30,9,2022,c(496282.524187622, 3628472.23408009),Road,-117.039703,32.794193
579,6643,4171916320,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora nanaria,SPECIES,California,US,PRESENT,19,6,2023,c(479163.975087898, 3623300.69466295),Road,-117.222414,32.747351
595,6736,4519048913,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia grisea,SPECIES,California,US,PRESENT,9,9,2023,c(478064.484369986, 3641431.56077144),Barren,-117.23458,32.91088
596,6742,4436320939,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis antiopa,SPECIES,California,US,PRESENT,12,9,2023,c(483632.727355649, 3629394.75225894),Grass/Shrub,-117.17482,32.802399
633,7127,4014949385,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Estigmene,Estigmene acrea,SPECIES,California,US,PRESENT,18,10,2020,c(477446.694127469, 3637394.90903314),Grass/Shrub,-117.241088,32.874455
639,7217,3314202149,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,21,6,2021,c(506214.482474637, 3623503.2519269),Unclassified,-116.933662,32.749358
648,7341,3384869424,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Nathalis,Nathalis iole,SPECIES,California,US,PRESENT,18,9,2021,c(490060.582437484, 3614068.85839487),Unclassified,-117.106,32.664225
650,7353,4405023390,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,22,9,2021,c(477269.10949201, 3623195.21733683),Building,-117.242638,32.746362
710,7988,4416697969,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rumiko,SPECIES,California,US,PRESENT,19,9,2023,c(496471.970591285, 3628815.37649036),Tree Canopy,-117.037681,32.797289
714,8031,4458435668,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa annabella,SPECIES,California,US,PRESENT,28,11,2023,c(485217.478840434, 3622660.94379327),Tree Canopy,-117.157786,32.741678
729,8150,2603485798,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,12,4,2020,c(494640.37718565, 3624959.95305598),Road,-117.057221,32.762503
758,8546,3383935158,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis sennae,SPECIES,California,US,PRESENT,1,9,2021,c(473807.253048877, 3657297.75004189),Unclassified,-117.280559,33.053904
786,8773,3873262765,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,13,7,2022,c(484674.41762139, 3619289.98071129),Tree Canopy,-117.163527,32.711262
804,8989,4102561724,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus,SPECIES,California,US,PRESENT,19,4,2023,c(493703.127652332, 3622101.97809222),Grass/Shrub,-117.067208,32.736717
825,9157,4172139190,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Litoprosopus,Litoprosopus coachella,SPECIES,California,US,PRESENT,7,8,2023,c(476261.170648203, 3623115.87606852),Grass/Shrub,-117.253395,32.745625
827,9172,4177463244,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa virginiensis,SPECIES,California,US,PRESENT,13,8,2023,c(495858.51117198, 3633952.17033445),Grass/Shrub,-117.044256,32.843624
838,9273,4607431623,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,3,11,2023,c(496585.678096934, 3633278.21272625),Unclassified,-117.036483,32.837547
843,9327,4599906255,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,,,FAMILY,California,US,PRESENT,22,3,2024,c(503375.18821106, 3615980.25261157),Unclassified,-116.963998,32.681507
849,9362,4853074850,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Bryolymnia,Bryolymnia viridata,SPECIES,California,US,PRESENT,27,4,2024,c(477540.374684019, 3615215.96585254),Road,-117.23955,32.674389
868,9529,2850898373,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Glyphodes,Glyphodes onychinalis,SPECIES,California,US,PRESENT,31,7,2020,c(492129.454206455, 3610114.39940619),Unclassified,-117.083903,32.628569
885,9754,3337689034,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora nanaria,SPECIES,California,US,PRESENT,10,8,2021,c(478239.624036172, 3653557.74864392),Unclassified,-117.232994,33.020266
887,9776,3415422869,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias eurytheme,SPECIES,California,US,PRESENT,24,8,2021,c(474246.240040269, 3652603.02435332),Unclassified,-117.275725,33.011567
889,9817,3384493298,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,California,US,PRESENT,26,9,2021,c(489364.025186238, 3611302.88073184),Unclassified,-117.113397,32.639267
890,9826,3391295118,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Panoquina,Panoquina errans,SPECIES,California,US,PRESENT,9,10,2021,c(478527.30537349, 3623427.09814076),Grass/Shrub,-117.229213,32.748479
892,9843,3415583640,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,11,11,2021,c(484857.139048808, 3622649.2928877),Road,-117.161632,32.741568
912,10017,3888910501,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon melinus,SPECIES,California,US,PRESENT,7,8,2022,c(491938.813713228, 3626260.68212673),Tree Canopy,-117.086075,32.77422
914,10068,3902419613,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,California,US,PRESENT,8,9,2022,c(476169.563475832, 3619921.21358076),Grass/Shrub,-117.254291,32.716805
946,10491,4431185586,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis sennae,SPECIES,California,US,PRESENT,18,10,2023,c(476238.553218145, 3651364.00582825),Unclassified,-117.254363,33.000436
961,10761,2856522848,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis lorquini,SPECIES,California,US,PRESENT,22,8,2020,c(490465.469437335, 3601498.47271295),Grass/Shrub,-117.101554,32.550832
972,10900,4507806463,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Estigmene,Estigmene acrea,SPECIES,California,US,PRESENT,6,5,2021,c(487568.919313063, 3603263.65629226),Unclassified,-117.132429,32.566727
973,10901,3113497302,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rutulus,SPECIES,California,US,PRESENT,9,5,2021,c(491920.166442109, 3601872.86966524),Grass/Shrub,-117.086063,32.554221
1005,11267,3456829340,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Stamnodes,Stamnodes affiliata,SPECIES,California,US,PRESENT,11,1,2022,c(477160.573439772, 3630690.41100494),Building,-117.243981,32.813971
1014,11327,3785020012,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Nemoria,Nemoria pistaciaria,SPECIES,California,US,PRESENT,15,5,2022,c(478897.090242252, 3642999.07085252),Road,-117.225712,32.925036
1017,11343,4606536916,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,Lerodea eufala,SPECIES,California,US,PRESENT,25,5,2022,c(492872.727910292, 3628611.23030329),Building,-117.076121,32.79543
1020,11411,3874152218,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis antiopa,SPECIES,California,US,PRESENT,12,7,2022,c(476386.596382662, 3638215.08325351),Unclassified,-117.252441,32.881831
1025,11500,3903060208,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,,,FAMILY,California,US,PRESENT,23,8,2022,c(481952.802463771, 3642337.2685328),Grass/Shrub,-117.193016,32.919121
1027,11528,3903444351,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Panoquina,Panoquina errans,SPECIES,California,US,PRESENT,10,9,2022,c(478524.327355364, 3623955.55782463),Grass/Shrub,-117.229257,32.753246
1029,11547,4522509672,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Schizura,,GENUS,California,US,PRESENT,27,9,2022,c(477738.735435978, 3638092.32469808),Road,-117.237983,32.880752
1030,11548,3923294890,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,27,9,2022,c(477427.700388729, 3638048.13309211),Parking Lot,-117.241307,32.880347
1060,11985,4600140383,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis bredowii,SPECIES,California,US,PRESENT,21,3,2024,c(494716.893126786, 3631614.95818353),Grass/Shrub,-117.056442,32.822536
1061,11988,4599923176,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys dumetorum,SPECIES,California,US,PRESENT,22,3,2024,c(503211.293554349, 3615460.06939757),Unclassified,-116.965748,32.676815
1065,12010,4846909240,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis lorquini,SPECIES,California,US,PRESENT,14,4,2024,c(494416.872915676, 3631239.98293211),Grass/Shrub,-117.059645,32.819152
1069,12023,4851938180,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Archirhoe,Archirhoe neomexicana,SPECIES,California,US,PRESENT,27,4,2024,c(477547.656275323, 3615201.98165303),Road,-117.239472,32.674263
1093,12237,3008555088,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione vanillae,SPECIES,California,US,PRESENT,20,12,2020,c(486749.170151713, 3624761.940975),Road,-117.141467,32.76065
1095,12240,3018075956,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora accordella,SPECIES,California,US,PRESENT,19,7,2020,c(500328.444487957, 3634621.77370378),Unclassified,-116.99649,32.849672
1109,12387,3338097921,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon melinus,SPECIES,California,US,PRESENT,9,8,2021,c(495716.028071361, 3600538.5231455),Grass/Shrub,-117.045625,32.542205
1160,13113,4421088874,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rumiko,SPECIES,California,US,PRESENT,27,9,2023,c(488926.672381802, 3646979.5095646),Tree Canopy,-117.118486,32.961089
1166,13170,4465459084,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,Burnsius albezens,SPECIES,California,US,PRESENT,7,12,2023,c(508721.761964471, 3629937.57637758),Unclassified,-116.906837,32.807383
1170,13214,4607146718,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia grisea,SPECIES,California,US,PRESENT,2,4,2024,c(491877.814092193, 3644889.26066386),Building,-117.08689,32.94226
1171,13217,4846879689,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Orgyia,Orgyia vetusta,SPECIES,California,US,PRESENT,12,4,2024,c(492917.198516494, 3633444.78298442),Grass/Shrub,-117.075683,32.839032
1177,13259,2580259518,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,SPECIES,California,US,PRESENT,11,3,2020,c(476353.152069578, 3642485.57905759),Road,-117.252908,32.920352
1179,13282,2988492452,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis agarithe,SPECIES,California,US,PRESENT,21,4,2020,c(481874.915360809, 3624262.59384955),Road,-117.193495,32.756076
1225,13879,4177111493,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rutulus,SPECIES,California,US,PRESENT,14,6,2022,c(491715.200786476, 3656017.19979964),Tree Canopy,-117.08873,33.042637
1241,14081,4046479644,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ascalapha,Ascalapha odorata,SPECIES,California,US,PRESENT,20,7,2021,c(505059.642477109, 3613305.49866991),Unclassified,-116.946045,32.657372
1271,14458,4606719302,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,Erynnis funeralis,SPECIES,California,US,PRESENT,4,4,2024,c(494483.024109522, 3635047.67055212),Road,-117.058961,32.8535
1276,14529,2868333401,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,,,FAMILY,California,US,PRESENT,21,5,2020,c(501063.408650627, 3621214.96874052),Unclassified,-116.988651,32.728733
1278,14533,4028800425,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Phereoeca,Phereoeca praecox,SPECIES,California,US,PRESENT,26,5,2020,c(487414.089899648, 3648164.09090231),Road,-117.134687,32.971758
1290,14642,4034755357,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anopina,Anopina triangulana,SPECIES,California,US,PRESENT,14,8,2020,c(478898.680607541, 3642999.51088578),Road,-117.225695,32.92504
1299,14759,3059142661,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rutulus,SPECIES,California,US,PRESENT,7,3,2021,c(500345.23080068, 3614733.46145701),Unclassified,-116.996318,32.670265
1311,14818,3314201812,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,California,US,PRESENT,19,6,2021,c(506215.882105108, 3623512.12126139),Unclassified,-116.933647,32.749438
1317,14897,4607060834,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus,SPECIES,California,US,PRESENT,31,7,2021,c(500328.444487957, 3634621.77370378),Unclassified,-116.99649,32.849672
1330,15022,3759160986,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sympistis,Sympistis perscripta,SPECIES,California,US,PRESENT,25,3,2022,c(478899.051027407, 3642997.8471983),Road,-117.225691,32.925025
1343,15171,4606788978,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,Lerodea eufala,SPECIES,California,US,PRESENT,6,8,2022,c(491970.039032617, 3619941.21637232),Grass/Shrub,-117.085687,32.717214
1352,15320,4011864061,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio rumiko,SPECIES,California,US,PRESENT,27,11,2022,c(480961.52828639, 3635418.66138521),Barren,-117.203475,32.856695
1372,15485,4153620629,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Icaricia,Icaricia acmon,SPECIES,California,US,PRESENT,6,7,2023,c(506327.000270121, 3620695.90751253),Unclassified,-116.93248,32.724033
